"candidate","year","state","office","district","stage","special","party","writein","first_name","last_name","candidatevotes","totalvotes"
"Rob Casey",2004,"Michigan","US House","10","gen",FALSE,"democrat",FALSE,"Rob","Casey",98029,331868
"Rob Chase",2002,"Washington","US House","5","gen",FALSE,"libertarian",FALSE,"Rob","Chase",10379,202282
"Rob Clift",2002,"Alaska","US House","0","gen",FALSE,"libertarian",FALSE,"Rob","Clift",3797,227725
"Rob Cornilles",2010,"Oregon","US House","1","gen",FALSE,"republican",FALSE,"Rob","Cornilles",122858,292909
"Rob Couhig",1980,"Louisiana","US House","2","gen",FALSE,"republican",FALSE,"Rob","Couhig",25521,74183
"Rob Curnock",2008,"Texas","US House","17","gen",FALSE,"republican",FALSE,"Rob","Curnock",115581,254022
"Rob Dominianni",1992,"New Jersey","US House","8","gen",FALSE,"restore public trust",FALSE,"Rob","Dominianni",1099,205828
"Rob Dyson",1984,"Maryland","US House","1","gen",FALSE,"democrat",FALSE,"Rob","Dyson",96673,165538
"Rob Groce",2010,"South Carolina","US House","1","gen",FALSE,"working families",FALSE,"Rob","Groce",4148,233695
"Rob Guzman",1994,"California","US House","42","gen",FALSE,"republican",FALSE,"Rob","Guzman",56259,115205
"Rob Hubler",2008,"Iowa","US House","5","gen",FALSE,"democrat",FALSE,"Rob","Hubler",99601,266437
"Rob Lapham",2014,"Texas","US House","22","gen",FALSE,"libertarian",FALSE,"Rob","Lapham",2861,151566
"Rob Lapham",2016,"Florida","US House","2","gen",FALSE,"libertarian",FALSE,"Rob","Lapham",9395,343362
"Rob Lurvey",1988,"Missouri","US House","7","gen",FALSE,"libertarian",FALSE,"Rob","Lurvey",1728,240911
"Rob McNealy",2010,"Colorado","US House","6","gen",FALSE,"libertarian",FALSE,"Rob","McNealy",9466,330943
"Rob Miller",2008,"South Carolina","US House","2","gen",FALSE,"democrat",FALSE,"Rob","Miller",158627,343486
"Rob Miller",2010,"South Carolina","US House","2","gen",FALSE,"democrat",FALSE,"Rob","Miller",113625,259672
"Rob Oates",2012,"Idaho","US House","1","gen",FALSE,"libertarian",FALSE,"Rob","Oates",12265,316724
"Rob J. Petsche",2010,"Iowa","US House","1","gen",FALSE,"libertarian",FALSE,"Rob","Petsche",4087,210902
"Rob Portman",1994,"Ohio","US House","2","gen",FALSE,"republican",FALSE,"Rob","Portman",150128,193858
"Rob Portman",1996,"Ohio","US House","2","gen",FALSE,"republican",FALSE,"Rob","Portman",186853,259473
"Rob Portman",1998,"Ohio","US House","2","gen",FALSE,"republican",FALSE,"Rob","Portman",154344,203637
"Rob Portman",2000,"Ohio","US House","2","gen",FALSE,"republican",FALSE,"Rob","Portman",204184,277541
"Rob Portman",2002,"Ohio","US House","2","gen",FALSE,"republican",FALSE,"Rob","Portman",139218,188016
"Rob Portman",2004,"Ohio","US House","2","gen",FALSE,"republican",FALSE,"Rob","Portman",227102,316760
"Rob Portman",2010,"Ohio","US Senate","Statewide","gen",FALSE,"republican",FALSE,"Rob","Portman",2168742,3815098
"Rob Portman",2016,"Ohio","US Senate","statewide","gen",FALSE,"republican",FALSE,"Rob","Portman",3118567,5374164
"Rob Quartel",1984,"Florida","US House","11","gen",FALSE,"republican",FALSE,"Rob","Quartel",95115,240890
"Rob Roper",1980,"Arizona","US House","1","gen",FALSE,"socialist workers",FALSE,"Rob","Roper",2043,186833
"Rob Russell",2008,"Tennessee","US House","1","gen",FALSE,"democrat",FALSE,"Rob","Russell",57525,234381
"Rob Scribner",1986,"California","US House","27","gen",FALSE,"republican",FALSE,"Rob","Scribner",59410,173320
"Rob Sherman",2016,"Illinois","US House","5","gen",FALSE,"green",FALSE,"Rob","Sherman",14657,313724
"Rob Simmons",2000,"Connecticut","US House","2","gen",FALSE,"republican",FALSE,"Rob","Simmons",114380,225900
"Rob Simmons",2002,"Connecticut","US House","2","gen",FALSE,"republican",FALSE,"Rob","Simmons",117434,217108
"Rob Simmons",2004,"Connecticut","US House","2","gen",FALSE,"republican",FALSE,"Rob","Simmons",166412,307078
"Rob Simmons",2006,"Connecticut","US House","2","gen",FALSE,"republican",FALSE,"Rob","Simmons",121165,242413
"Rob Smith",2006,"California","US House","14","gen",FALSE,"republican",FALSE,"Rob","Smith",48097,198575
"Rob Steele",2010,"Michigan","US House","15","gen",FALSE,"republican",FALSE,"Rob","Steele",83488,208309
"Rob Taylor",2010,"Wisconsin","US Senate","Statewide","gen",FALSE,"constitution party of wisconsin",FALSE,"Rob","Taylor",23473,2171331
"Rob Taylor",2014,"Wisconsin","US House","7","gen",FALSE,"independent",TRUE,"Rob","Taylor",30,286603
"Rob Tomich",2000,"Minnesota","US House","5","gen",FALSE,"independence",FALSE,"Rob","Tomich",11323,255145
"Rob Tully",1998,"Iowa","US House","2","gen",FALSE,"democrat",FALSE,"Rob","Tully",83405,189574
"Rob Wallace",2012,"Oklahoma","US House","2","gen",FALSE,"democrat",FALSE,"Rob","Wallace",96081,250612
"Rob Wofford",1996,"Texas","US House","15","gen",FALSE,"natural law",FALSE,"Rob","Wofford",1333,138594
"Rob Woodall",2010,"Georgia","US House","7","gen",FALSE,"republican",FALSE,"Rob","Woodall",160898,239894
"Rob Woodall",2012,"Georgia","US House","7","gen",FALSE,"republican",FALSE,"Rob","Woodall",156689,252066
"Rob Woodall",2014,"Georgia","US House","7","gen",FALSE,"republican",FALSE,"Rob","Woodall",113557,173669
"Rob Woodall",2016,"Georgia","US House","7","gen",FALSE,"republican",FALSE,"Rob","Woodall",174081,288301
"Rob Zerban",2012,"Wisconsin","US House","1","gen",FALSE,"democrat",FALSE,"Rob","Zerban",158414,365058
"Rob Zervan",2014,"Wisconsin","US House","1","gen",FALSE,"democrat",FALSE,"Rob","Zervan",105552,288170
"Robb E. Cunningham",2006,"Missouri","US House","1","gen",FALSE,"libertarian",FALSE,"Robb","Cunningham",4768,194235
"Robb E. Cunningham",2008,"Missouri","US House","1","gen",FALSE,"libertarian",FALSE,"Robb","Cunningham",36700,279277
"Robb E. Cunningham",2012,"Missouri","US House","1","gen",FALSE,"libertarian",FALSE,"Robb","Cunningham",11824,340583
"Robb E. Cunningham",2014,"Missouri","US House","1","gen",FALSE,"libertarian",FALSE,"Robb","Cunningham",8906,163494
"Robb E. Cunningham",2016,"Missouri","US House","1","gen",FALSE,"libertarian",FALSE,"Robb","Cunningham",14317,314024
"Robbie Cunningham",1986,"South Carolina","US House","6","gen",FALSE,"republican",FALSE,"Robbie","Cunningham",29922,122343
"Robbie Scherr",1990,"Washington","US House","7","gen",FALSE,"socialist workers",FALSE,"Robbie","Scherr",5370,147642
"Robert G. Abboud",2008,"Illinois","US House","16","gen",FALSE,"democrat",FALSE,"Robert","Abboud",112648,312220
"Robert Abrams",1992,"New York","US Senate","Statewide","gen",FALSE,"democrat",FALSE,"Robert","Abrams",3086200,7078805
"Robert B. Aderholt",1996,"Alabama","US House","4","gen",FALSE,"republican",FALSE,"Robert","Aderholt",102741,205917
"Robert B. Aderholt",1998,"Alabama","US House","4","gen",FALSE,"republican",FALSE,"Robert","Aderholt",106297,188476
"Robert B. Aderholt",2000,"Alabama","US House","4","gen",FALSE,"republican",FALSE,"Robert","Aderholt",140009,231106
"Robert B. Aderholt",2002,"Alabama","US House","4","gen",FALSE,"republican",FALSE,"Robert","Aderholt",139705,161101
"Robert B. Aderholt",2004,"Alabama","US House","4","gen",FALSE,"republican",FALSE,"Robert","Aderholt",191110,255724
"Robert B. Aderholt",2006,"Alabama","US House","4","gen",FALSE,"republican",FALSE,"Robert","Aderholt",128484,183072
"Robert B. Aderholt",2008,"Alabama","US House","4","gen",FALSE,"republican",FALSE,"Robert","Aderholt",196741,263167
"Robert B. Aderholt",2010,"Alabama","US House","4","gen",FALSE,"republican",FALSE,"Robert","Aderholt",167714,169721
"Robert B. Aderholt",2012,"Alabama","US House","4","gen",FALSE,"republican",FALSE,"Robert","Aderholt",199071,269118
"Robert B. Aderholt",2014,"Alabama","US House","4","gen",FALSE,"republican",FALSE,"Robert","Aderholt",132831,134752
"Robert B. Aderholt",2016,"Alabama","US House","4","gen",FALSE,"republican",FALSE,"Robert","Aderholt",235925,239444
"Robert D. Alexander",2004,"Michigan","US House","8","gen",FALSE,"democrat",FALSE,"Robert","Alexander",125619,340694
"Robert D. Alexander",2008,"Michigan","US House","8","gen",FALSE,"democrat",FALSE,"Robert","Alexander",145491,361607
"Robert S. Allen",1978,"California","US House","9","gen",FALSE,"republican",FALSE,"Robert","Allen",41138,134879
"Robert B. Allred",1976,"California","US House","2","gen",FALSE,"peace and freedom",FALSE,"Robert","Allred",6444,216563
"Robert C. Anderson",1986,"Michigan","US House","11","gen",FALSE,"democrat",FALSE,"Robert","Anderson",53180,145404
"Robert C. Anderson",1990,"North Carolina","US House","7","gen",FALSE,"republican",FALSE,"Robert","Anderson",49681,144627
"Robert C. Anderson",1992,"North Carolina","US House","7","gen",FALSE,"republican",FALSE,"Robert","Anderson",66536,163101
"Robert C. Anderson",1994,"North Carolina","US House","7","gen",FALSE,"republican",FALSE,"Robert","Anderson",58849,121519
"Robert Anderson",1996,"Arizona","US House","6","gen",FALSE,"libertarian",FALSE,"Robert","Anderson",14899,255287
"Robert Anderson",1998,"Arizona","US House","6","gen",FALSE,"libertarian",FALSE,"Robert","Anderson",6645,201537
"Robert L. Anderson",1998,"New Mexico","US House","1","gen",FALSE,"green",FALSE,"Robert","Anderson",17266,179168
"Robert Anderson",2004,"Arizona","US House","8","gen",FALSE,"libertarian",FALSE,"Robert","Anderson",10443,303769
"Robert L. Anderson",2012,"New Mexico","US Senate","statewide","gen",FALSE,"independent",TRUE,"Robert","Anderson",617,775793
"Robert E. Andrews",1990,"New Jersey","US House","1","gen",FALSE,"democrat",FALSE,"Robert","Andrews",72415,133794
"Robert E. Andrews",1992,"New Jersey","US House","1","gen",FALSE,"democrat",FALSE,"Robert","Andrews",153525,228072
"Robert E. Andrews",1994,"New Jersey","US House","1","gen",FALSE,"democrat",FALSE,"Robert","Andrews",108155,149660
"Robert E. Andrews",1996,"New Jersey","US House","1","gen",FALSE,"democrat",FALSE,"Robert","Andrews",160413,210734
"Robert E. Andrews",1998,"New Jersey","US House","1","gen",FALSE,"democrat",FALSE,"Robert","Andrews",90279,123342
"Robert E. Andrews",2000,"New Jersey","US House","1","gen",FALSE,"democrat",FALSE,"Robert","Andrews",167327,219612
"Robert E. Andrews",2002,"New Jersey","US House","1","gen",FALSE,"democrat",FALSE,"Robert","Andrews",121846,131389
"Robert E. Andrews",2004,"New Jersey","US House","1","gen",FALSE,"democrat",FALSE,"Robert","Andrews",201163,268203
"Robert E. Andrews",2006,"New Jersey","US House","1","gen",FALSE,"democrat",FALSE,"Robert","Andrews",140110,140110
"Robert E. Andrews",2008,"New Jersey","US House","1","gen",FALSE,"democrat",FALSE,"Robert","Andrews",206453,285157
"Robert E. Andrews",2010,"New Jersey","US House","1","gen",FALSE,"democrat",FALSE,"Robert","Andrews",106334,168267
"Robert E. Andrews",2012,"New Jersey","US House","1","gen",FALSE,"democrat",FALSE,"Robert","Andrews",210470,308519
"Robert B. Antonelli",1992,"Massachusetts","US House","7","gen",FALSE,"independent",FALSE,"Robert","Antonelli",28421,281558
"Robert J. Aragon",1992,"New Mexico","US House","1","gen",FALSE,"democrat",FALSE,"Robert","Aragon",76600,205214
"Robert Ardini",2016,"New York","US House","12","gen",FALSE,"republican",FALSE,"Robert","Ardini",49398,312289
"Robert S. Arnold",1978,"Michigan","US House","1","gen",FALSE,"republican",FALSE,"Robert","Arnold",6878,96526
"Robert F. Arnove",1982,"Indiana","US House","8","gen",FALSE,"citizens",FALSE,"Robert","Arnove",1006,195725
"Robert Wayne Avery",1994,"North Carolina","US House","10","gen",FALSE,"democrat",FALSE,"Robert","Avery",42939,150768
"Robert E. Badham",1976,"California","US House","40","gen",FALSE,"republican",FALSE,"Robert","Badham",148512,250644
"Robert E. Badham",1978,"California","US House","40","gen",FALSE,"republican",FALSE,"Robert","Badham",147882,224240
"Robert E. Badham",1980,"California","US House","40","gen",FALSE,"republican",FALSE,"Robert","Badham",213999,304997
"Robert E. Badham",1982,"California","US House","40","gen",FALSE,"republican",FALSE,"Robert","Badham",144228,201600
"Robert E. Badham",1984,"California","US House","40","gen",FALSE,"republican",FALSE,"Robert","Badham",164257,254974
"Robert E. Badham",1986,"California","US House","40","gen",FALSE,"republican",FALSE,"Robert","Badham",119829,200518
"Robert Bakhaus",1998,"California","US House","22","gen",FALSE,"libertarian",FALSE,"Robert","Bakhaus",2579,199264
"Robert John Banuelos",1992,"California","US House","46","gen",FALSE,"democrat",FALSE,"Robert","Banuelos",45435,110806
"Robert Barber",1994,"South Carolina","US House","1","gen",FALSE,"democrat",FALSE,"Robert","Barber",47769,147471
"Robert J. Barham",2002,"Louisiana","US House","5","gen",FALSE,"republican",FALSE,"Robert","Barham",34533,357119
"Robert Barnabei",1976,"Connecticut","US Senate","statewide","gen",FALSE,"american independent",FALSE,"Robert","Barnabei",14407,1361666
"Robert S. ""Bob"" Barnett",1998,"Virginia","US House","3","gen",FALSE,"independent",FALSE,"Robert","Barnett",14453,63354
"Robert A. Baron",1988,"Wisconsin","US House","8","gen",FALSE,"democrat",FALSE,"Robert","Baron",72708,240013
"Robert S. Barstow",1986,"New York","US House","25","gen",FALSE,"conservative",FALSE,"Robert","Barstow",12999,151079
"Robert T. Bastien",1982,"New Jersey","US Senate","statewide","gen",FALSE,"grassroots",FALSE,"Robert","Bastien",2955,2193945
"Robert E. Bauman",1976,"Maryland","US House","1","gen",FALSE,"republican",FALSE,"Robert","Bauman",85919,158912
"Robert E. Bauman",1978,"Maryland","US House","1","gen",FALSE,"republican",FALSE,"Robert","Bauman",80202,126295
"Robert E. Bauman",1980,"Maryland","US House","1","gen",FALSE,"republican",FALSE,"Robert","Bauman",91143,188886
"Robert Belin",2006,"Illinois","US House","2","gen",FALSE,"republican",FALSE,"Robert","Belin",20395,172490
"Robert Lamar ""Bob"" Bell",2014,"Louisiana","US House","6","gen",FALSE,"republican",FALSE,"Robert","Bell",5182,332888
"Robert Lamar _Ã£ÂBob_Ã£Â Bell",2016,"Louisiana","US House","6","gen",FALSE,"republican",FALSE,"Robert","Bell",33592,331098
"Robert F. Bennett",1992,"Utah","US Senate","Statewide","gen",FALSE,"republican",FALSE,"Robert","Bennett",420069,758479
"Robert F. Bennett",1998,"Utah","US Senate","Statewide","gen",FALSE,"republican",FALSE,"Robert","Bennett",316652,494909
"Robert F. Bennett",2004,"Utah","US Senate","Statewide","gen",FALSE,"republican",FALSE,"Robert","Bennett",626640,911726
"Robert S. Berkowitz",1994,"New York","US House","4","gen",FALSE,"liberal",FALSE,"Robert","Berkowitz",1409,196690
"Robert S. Berkowitz",1996,"New York","US House","4","gen",FALSE,"liberal",FALSE,"Robert","Berkowitz",1162,236238
"Robert J. Bethea",1982,"California","US House","20","gen",FALSE,"democrat",FALSE,"Robert","Bethea",57769,181081
"Robert E. Bidwell",2000,"Ohio","US House","2","gen",FALSE,"libertarian",FALSE,"Robert","Bidwell",9266,277541
"Robert J. Billings",1976,"Indiana","US House","1","gen",FALSE,"republican",FALSE,"Robert","Billings",48756,169911
"Robert ""Bob"" Bily",1982,"Illinois","US House","13","gen",FALSE,"democrat",FALSE,"Robert","Bily",49105,162530
"Robert Black",1980,"New York","US House","22","gen",FALSE,"republican",FALSE,"Robert","Black",9943,79015
"Robert Blumetti",1988,"New York","US House","19","gen",FALSE,"conservative",FALSE,"Robert","Blumetti",11182,137743
"Robert Joseph Bobic",1976,"Tennessee","US House","1","gen",FALSE,"independent",FALSE,"Robert","Bobic",967,168734
"Robert Boensch",2014,"Michigan","US Senate","statewide","gen",FALSE,"",TRUE,"Robert","Boensch",6,3121771
"Robert C. Bolus",1986,"Pennsylvania","US House","10","gen",FALSE,"democrat",FALSE,"Robert","Bolus",40248,158851
"Robert A. Borski",1984,"Pennsylvania","US House","3","gen",FALSE,"democrat",FALSE,"Robert","Borski",152598,238786
"Robert A. Borski",1986,"Pennsylvania","US House","3","gen",FALSE,"democrat",FALSE,"Robert","Borski",107804,174497
"Robert A. Borski",1988,"Pennsylvania","US House","3","gen",FALSE,"democrat",FALSE,"Robert","Borski",135590,214499
"Robert A. Borski",1990,"Pennsylvania","US House","3","gen",FALSE,"democrat",FALSE,"Robert","Borski",89908,149809
"Robert A. Borski",1992,"Pennsylvania","US House","3","gen",FALSE,"democrat",FALSE,"Robert","Borski",130828,221971
"Robert A. Borski",1994,"Pennsylvania","US House","3","gen",FALSE,"democrat",FALSE,"Robert","Borski",92702,147911
"Robert A. Borski",1996,"Pennsylvania","US House","3","gen",FALSE,"democrat",FALSE,"Robert","Borski",121120,175801
"Robert A. Borski",1998,"Pennsylvania","US House","3","gen",FALSE,"democrat",FALSE,"Robert","Borski",66270,111660
"Robert A. Borski",2000,"Pennsylvania","US House","3","gen",FALSE,"democrat",FALSE,"Robert","Borski",130528,189871
"Robert Bowen",1976,"New Jersey","US House","1","gen",FALSE,"labor",FALSE,"Robert","Bowen",327,194898
"Robert A. Brady",1998,"Pennsylvania","US House","1","gen",FALSE,"democrat",FALSE,"Robert","Brady",77788,95848
"Robert A. Brady",2000,"Pennsylvania","US House","1","gen",FALSE,"democrat",FALSE,"Robert","Brady",149621,169541
"Robert A. Brady",2002,"Pennsylvania","US House","1","gen",FALSE,"democrat",FALSE,"Robert","Brady",121076,140090
"Robert A. Brady",2004,"Pennsylvania","US House","1","gen",FALSE,"democrat",FALSE,"Robert","Brady",214462,248585
"Robert A. Brady",2006,"Pennsylvania","US House","1","gen",FALSE,"democrat",FALSE,"Robert","Brady",137987,137999
"Robert A. Brady",2008,"Pennsylvania","US House","1","gen",FALSE,"democrat",FALSE,"Robert","Brady",242799,267513
"Robert A. Brady",2010,"Pennsylvania","US House","1","gen",FALSE,"democrat",FALSE,"Robert","Brady",149944,149944
"Robert A. Brady",2012,"Pennsylvania","US House","1","gen",FALSE,"democrat",FALSE,"Robert","Brady",235394,277102
"Robert A. Brady",2014,"Pennsylvania","US House","1","gen",FALSE,"democrat",FALSE,"Robert","Brady",131248,158441
"Robert A. Brady",2016,"Pennsylvania","US House","1","gen",FALSE,"democrat",FALSE,"Robert","Brady",245791,299010
"Robert L. Brandofino",1984,"New York","US House","8","gen",FALSE,"republican",FALSE,"Robert","Brandofino",62015,166573
"Robert L. Brandofino",1988,"New York","US House","6","gen",FALSE,"conservative",FALSE,"Robert","Brandofino",15547,110053
"Robert Broadus",2010,"Maryland","US House","4","gen",FALSE,"republican",FALSE,"Robert","Broadus",31467,192020
"Robert Brown",1978,"New Jersey","US Senate","statewide","gen",FALSE,"labor",FALSE,"Robert","Brown",3656,1957515
"Robert Paul Brown",1996,"Florida","US House","23","gen",FALSE,"republican",FALSE,"Robert","Brown",36907,139089
"Robert O. ""Bob"" Buchanan",1976,"Oklahoma","US House","5","gen",FALSE,"independent",FALSE,"Robert","Buchanan",774,157764
"Robert A. Buchanan",1998,"Virginia","US House","10","gen",FALSE,"independent",FALSE,"Robert","Buchanan",4506,144755
"Robert L. Bumpers",2014,"Illinois","US House","7","gen",FALSE,"republican",FALSE,"Robert","Bumpers",27168,182278
"Robert L. Burch",1996,"Ohio","US House","18","gen",FALSE,"democrat",FALSE,"Robert","Burch",108332,233843
"Robert L. Burch",1998,"Ohio","US House","18","gen",FALSE,"democrat",FALSE,"Robert","Burch",74571,187690
"Robert R. Burke",1980,"Pennsylvania","US House","1","gen",FALSE,"republican",FALSE,"Robert","Burke",37893,155451
"Robert H. Burmeister",1978,"Maine","US House","2","gen",FALSE,"independent",FALSE,"Robert","Burmeister",1653,173037
"Robert Burns",1990,"Oklahoma","US House","6","gen",FALSE,"republican",FALSE,"Robert","Burns",27540,137640
"Robert J. Burns",2010,"Illinois","US House","4","gen",FALSE,"green",FALSE,"Robert","Burns",6808,81792
"Robert J. Burnside",1980,"California","US House","4","gen",FALSE,"libertarian",FALSE,"Robert","Burnside",10267,205055
"Robert C. Byrd",1976,"West Virginia","US Senate","statewide","gen",FALSE,"democrat",FALSE,"Robert","Byrd",566359,566359
"Robert C. Byrd",1982,"West Virginia","US Senate","statewide","gen",FALSE,"democrat",FALSE,"Robert","Byrd",387170,565314
"Robert C. Byrd",1988,"West Virginia","US Senate","statewide","gen",FALSE,"democrat",FALSE,"Robert","Byrd",410983,634547
"Robert C. Byrd",1994,"West Virginia","US Senate","statewide","gen",FALSE,"democrat",FALSE,"Robert","Byrd",290495,420936
"Robert C. Byrd",2000,"West Virginia","US Senate","statewide","gen",FALSE,"democrat",FALSE,"Robert","Byrd",469215,603477
"Robert C. Byrd",2006,"West Virginia","US Senate","statewide","gen",FALSE,"democrat",FALSE,"Robert","Byrd",159154,206562
"Robert J. Byrne",1978,"New York","US House","33","gen",FALSE,"conservative",FALSE,"Robert","Byrne",4972,147454
"Robert Arthur Canales",2000,"California","US House","34","gen",FALSE,"republican",FALSE,"Robert","Canales",33445,148687
"Robert K. (Bob) Carley",1988,"South Carolina","US House","5","gen",FALSE,"republican",FALSE,"Robert","Carley",46622,154581
"Robert J. Casey",1976,"Pennsylvania","US House","18","gen",FALSE,"republican",FALSE,"Robert","Casey",77594,191381
"Robert J. Cash",1994,"Pennsylvania","US House","8","gen",FALSE,"cash for congress",FALSE,"Robert","Cash",4191,167174
"Robert J. Cassidy",1990,"Illinois","US House","6","gen",FALSE,"democrat",FALSE,"Robert","Cassidy",48155,144565
"Robert L. Castello",1994,"Georgia","US House","9","gen",FALSE,"republican",FALSE,"Robert","Castello",57568,136713
"Robert A. Cedarburg",1980,"Missouri","US House","3","gen",FALSE,"republican",FALSE,"Robert","Cedarburg",41277,184409
"Robert G. Clark",1982,"Mississippi","US House","2","gen",FALSE,"democrat",FALSE,"Robert","Clark",71536,147873
"Robert Clark",1984,"Mississippi","US House","2","gen",FALSE,"democrat",FALSE,"Robert","Clark",89154,182420
"Robert M. Clark",2010,"Massachusetts","US House","5","gen",FALSE,"citizen legislator",FALSE,"Robert","Clark",1991,224029
"Robert Claunch",1998,"Mississippi","US House","5","gen",FALSE,"reform",FALSE,"Robert","Claunch",1065,101095
"Robert W. Claunch",2012,"Mississippi","US House","4","gen",FALSE,"",FALSE,"Robert","Claunch",2108,285432
"Robert A. Cleland",1986,"Illinois","US House","10","gen",FALSE,"democrat",FALSE,"Robert","Cleland",28990,116520
"Robert ""Bob"" Conaway",1996,"California","US House","40","gen",FALSE,"democrat",FALSE,"Robert","Conaway",44102,152261
"Robert 'Bob' Conaway",1998,"California","US House","40","gen",FALSE,"democrat",FALSE,"Robert","Conaway",47897,150125
"Robert Connors",1994,"Florida","US House","12","gen",FALSE,"democrat",FALSE,"Robert","Connors",57210,163350
"Robert A. Conroy",2006,"Kansas","US House","3","gen",FALSE,"reform",FALSE,"Robert","Conroy",4051,236980
"Robert J. Consdine",1988,"New York","US House","3","gen",FALSE,"right to life",FALSE,"Robert","Consdine",3625,224306
"Robert C. Cordaro",1988,"Pennsylvania","US House","10","gen",FALSE,"democrat",FALSE,"Robert","Cordaro",51179,191275
"Robert J. Cornell",1976,"Wisconsin","US House","8","gen",FALSE,"democrat",FALSE,"Robert","Cornell",115996,228106
"Robert J. Cornell",1978,"Wisconsin","US House","8","gen",FALSE,"democrat",FALSE,"Robert","Cornell",73925,175791
"Robert Corriston",2000,"New Jersey","US House","9","gen",FALSE,"independent",FALSE,"Robert","Corriston",980,206771
"Robert G. Cossette",1976,"Connecticut","US House","3","gen",FALSE,"american independent",FALSE,"Robert","Cossette",1339,222643
"Robert L. Cousins",1978,"Maine","US House","2","gen",FALSE,"independent",FALSE,"Robert","Cousins",1223,173037
"Robert A. ""Bob"" Cowdrey",1976,"Kansas","US House","4","gen",FALSE,"american",FALSE,"Robert","Cowdrey",2269,179168
"Robert Crow",2008,"Ohio","US House","13","gen",FALSE,"independent",TRUE,"Robert","Crow",37,297680
"Robert G. Cunningham",1976,"Massachusetts","US House","9","gen",FALSE,"republican",FALSE,"Robert","Cunningham",34547,149371
"Robert F. (Bob) Cunningham",1990,"Georgia","US House","8","gen",FALSE,"republican",FALSE,"Robert","Cunningham",36980,118324
"Robert F. Czak",2006,"Michigan","US House","15","gen",FALSE,"u.s. taxpayers",FALSE,"Robert","Czak",7064,206868
"Robert Dallas",2000,"Illinois","US House","7","gen",FALSE,"republican",FALSE,"Robert","Dallas",26872,191027
"Robert W. Davis",1978,"Michigan","US House","11","gen",FALSE,"republican",FALSE,"Robert","Davis",96351,175435
"Robert A. Davis",1980,"New Jersey","US House","11","gen",FALSE,"republican",FALSE,"Robert","Davis",57772,168524
"Robert W. Davis",1988,"Michigan","US House","11","gen",FALSE,"republican",FALSE,"Robert","Davis",129085,216417
"Robert W. Davis",1990,"Michigan","US House","11","gen",FALSE,"republican",FALSE,"Robert","Davis",94555,154316
"Robert Mark Deitch",1978,"New Jersey","US House","1","gen",FALSE,"republican",FALSE,"Robert","Deitch",26853,133620
"Robert Denison",2006,"Michigan","US House","10","gen",FALSE,"democrat",FALSE,"Robert","Denison",84689,270421
"Robert Denison",2008,"Michigan","US House","10","gen",FALSE,"democrat",FALSE,"Robert","Denison",108354,347603
"Robert W. Derlet",2016,"California","US House","4","gen",FALSE,"democrat",FALSE,"Robert","Derlet",130845,350978
"Robert D. ""Bob"" Derry",2004,"Florida","US House","10","gen",FALSE,"democrat",FALSE,"Robert","Derry",91658,298833
"Robert J. Dieterich",2012,"New York","US House","20","gen",FALSE,"republican",FALSE,"Robert","Dieterich",93778,317678
"Robert S. Dinsmore",1992,"California","US House","5","gen",FALSE,"republican",FALSE,"Robert","Dinsmore",58698,230560
"Robert S. Dinsmore",1994,"California","US House","5","gen",FALSE,"republican",FALSE,"Robert","Dinsmore",52905,182596
"Robert S. Dinsmore",1996,"California","US House","5","gen",FALSE,"republican",FALSE,"Robert","Dinsmore",52940,202460
"Robert S. Dinsmore",1998,"California","US House","5","gen",FALSE,"republican",FALSE,"Robert","Dinsmore",47307,181768
"Robert Dobbs",2010,"South Carolina","US House","1","gen",FALSE,"green",FALSE,"Robert","Dobbs",3369,233695
"Robert Rankin Doggart",2014,"Tennessee","US House","4","gen",FALSE,"independent",FALSE,"Robert","Doggart",9246,145418
"Robert Dold",2010,"Illinois","US House","10","gen",FALSE,"republican",FALSE,"Robert","Dold",109941,215232
"Robert J. Dold",2012,"Illinois","US House","10","gen",FALSE,"republican",FALSE,"Robert","Dold",130564,264454
"Robert Dold",2014,"Illinois","US House","10","gen",FALSE,"republican",FALSE,"Robert","Dold",95992,187128
"Robert J. Dold",2016,"Illinois","US House","10","gen",FALSE,"republican",FALSE,"Robert","Dold",135535,285996
"Robert E. Domske",2000,"Pennsylvania","US Senate","statewide","gen",FALSE,"reform",FALSE,"Robert","Domske",24089,4735116
"Robert Donaldson",1988,"California","US House","19","gen",FALSE,"libertarian",FALSE,"Robert","Donaldson",2865,230924
"Robert K. Dornan",1976,"California","US House","27","gen",FALSE,"republican",FALSE,"Robert","Dornan",114623,209611
"Robert K. Dornan",1978,"California","US House","27","gen",FALSE,"republican",FALSE,"Robert","Dornan",89392,175272
"Robert K. Dornan",1980,"California","US House","27","gen",FALSE,"republican",FALSE,"Robert","Dornan",109807,215316
"Robert K. ""Bob"" Dornan",1984,"California","US House","38","gen",FALSE,"republican",FALSE,"Robert","Dornan",86545,162797
"Robert K. ""Bob"" Dornan",1986,"California","US House","38","gen",FALSE,"republican",FALSE,"Robert","Dornan",66032,119464
"Robert K. ""Bob"" Dornan",1988,"California","US House","38","gen",FALSE,"republican",FALSE,"Robert","Dornan",87690,147369
"Robert K. Dornan",1990,"California","US House","38","gen",FALSE,"republican",FALSE,"Robert","Dornan",60561,104254
